Dataset_id,Public_dataset_id,Normation,Pubmed_id,Disease,Status,Control,Species,Brain_region,Treatment,Sex,Stage,Age,Zhu_Age,N_cells,Protocol,Methodology,Model,
Prion001008,mouse122HP,,36352465,Prion,Disease,No,Mouse,hippocampus,,no data available,no data available,,no data available,5062,10x Genomics,single-cell RNA sequencing,RML,
Prion001009,mouse132CX,,36352465,Prion,Disease,No,Mouse,cortex,,no data available,no data available,,no data available,9732,10x Genomics,single-cell RNA sequencing,RML,
Prion001010,mouse132HP,,36352465,Prion,Disease,No,Mouse,hippocampus,,no data available,no data available,,no data available,4675,10x Genomics,single-cell RNA sequencing,RML,
Prion001011,mouse133CX,,36352465,Prion,Disease,No,Mouse,cortex,,no data available,no data available,,no data available,6239,10x Genomics,single-cell RNA sequencing,RML,
Prion001012,mouse133HP,,36352465,Prion,Disease,No,Mouse,hippocampus,,no data available,no data available,,no data available,8465,10x Genomics,single-cell RNA sequencing,RML,
Prion001013,mouse134CX,,36352465,Prion,Disease,No,Mouse,cortex,,no data available,no data available,,no data available,4541,10x Genomics,single-cell RNA sequencing,RML,
Prion001014,mouse138CX,,36352465,Prion,Disease,No,Mouse,cortex,,no data available,no data available,,no data available,9723,10x Genomics,single-cell RNA sequencing,RML,
Prion001015,mouse138HP,,36352465,Prion,Disease,No,Mouse,hippocampus,,no data available,no data available,,no data available,8708,10x Genomics,single-cell RNA sequencing,RML,
Prion001016,mouse140CX,,36352465,Prion,Disease,No,Mouse,cortex,,no data available,no data available,,no data available,7085,10x Genomics,single-cell RNA sequencing,RML,
Prion001017,mouse140HP,,36352465,Prion,Disease,No,Mouse,hippocampus,,no data available,no data available,,no data available,4980,10x Genomics,single-cell RNA sequencing,RML,
Prion001018,mouse142CX,,36352465,Prion,Disease,No,Mouse,cortex,,no data available,no data available,,no data available,11301,10x Genomics,single-cell RNA sequencing,RML,
Prion001019,mouse142HP,,36352465,Prion,Disease,No,Mouse,hippocampus,,no data available,no data available,,no data available,6763,10x Genomics,single-cell RNA sequencing,RML,
Prion001020,mouse145CX,,36352465,Prion,Disease,No,Mouse,cortex,,no data available,no data available,,no data available,7298,10x Genomics,single-cell RNA sequencing,RML,
Prion001021,mouse145HP,,36352465,Prion,Disease,No,Mouse,hippocampus,,no data available,no data available,,no data available,8235,10x Genomics,single-cell RNA sequencing,RML,
Prion002001,GSM7943451,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002002,GSM7943452,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002003,GSM7943453,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002004,GSM7943454,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002005,GSM7943455,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002006,GSM7943456,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002007,GSM7943457,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002008,GSM7943458,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002009,GSM7943459,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002010,GSM7943460,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002011,GSM7943461,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002012,GSM7943462,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002013,GSM7943463,,39580485,Prion,Disease,no,Mouse,cerebrum,, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1; RML,
Prion002014,GSM7943464,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002015,GSM7943465,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002016,GSM7943466,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002017,GSM7943467,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002018,GSM7943468,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002019,GSM7943469,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002020,GSM7943470,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
Prion002021,GSM7943471,,39580485,Prion,Healthy,yes,Mouse,cerebrum,Mock, Female,no data available,7 weeks,7 weeks,,10x Genomics,single-cell RNA sequencing,CD1,
HD002001,GSM7426740        ,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Female,no data available,63 years,63 years,3473,10x Genomics,single-nucleus RNA sequencing,,
HD002002,GSM7426741,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Female,no data available,63 years,63 years,5617,10x Genomics,single-nucleus RNA sequencing,,
HD002003,GSM7426742,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Female,no data available,63 years,63 years,8170,10x Genomics,single-nucleus RNA sequencing,,
HD002004,GSM7426743,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Female,no data available,54 years,54 years,5371,10x Genomics,single-nucleus RNA sequencing,,
HD002005,GSM7426744,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Female,no data available,54 years,54 years,8227,10x Genomics,single-nucleus RNA sequencing,,
HD002006,GSM7426745,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Female,no data available,54 years,54 years,7174,10x Genomics,single-nucleus RNA sequencing,,
HD002007,GSM7426746,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Female,no data available,54 years,54 years,6433,10x Genomics,single-nucleus RNA sequencing,,
HD002008,GSM7426747,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Female,no data available,63 years,63 years,4573,10x Genomics,single-nucleus RNA sequencing,,
HD002009,GSM7426748,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Male,no data available,56 years,56 years,5562,10x Genomics,single-nucleus RNA sequencing,,
HD002010,GSM7426749,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Male,no data available,56 years,56 years,6214,10x Genomics,single-nucleus RNA sequencing,,
HD002011,GSM7426750,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Male,no data available,56 years,56 years,7506,10x Genomics,single-nucleus RNA sequencing,,
HD002012,GSM7426751,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Male,no data available,56 years,56 years,4150,10x Genomics,single-nucleus RNA sequencing,,
HD002013,GSM7426752,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Male,no data available,60 years,60 years,6271,10x Genomics,single-nucleus RNA sequencing,,
HD002014,GSM7426753,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Male,no data available,60 years,60 years,5271,10x Genomics,single-nucleus RNA sequencing,,
HD002015,GSM7426754,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Male,no data available,60 years,60 years,8720,10x Genomics,single-nucleus RNA sequencing,,
HD002016,GSM7426755,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Male,no data available,60 years,60 years,6060,10x Genomics,single-nucleus RNA sequencing,,
HD002017,GSM7426756,,38237588,HD,Healthy,Yes,Human, primary motor cortex (Brodmann area 4),,Female,no data available,63 years,63 years,4229,10x Genomics,single-nucleus RNA sequencing,,
HD002018,GSM7426757,,38237588,HD,Disease,No,Human, primary motor cortex (Brodmann area 4),,Female,no data available,43 years,43 years,4551,10x Genomics,single-nucleus RNA sequencing,,
HD003001,GSM4601660,,32681824,HD,Healthy,Yes,Human,Caudate,,Male,no data available,70 years,70 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003002,GSM4601661,,32681824,HD,Healthy,Yes,Human,Putamen,,Male,no data available,70 years,70 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003003,GSM4601662,,32681824,HD,Healthy,Yes,Human,Caudate,,Male,no data available,67 years,67 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003004,GSM4601663,,32681824,HD,Healthy,Yes,Human,Putamen,,Male,no data available,67 years,67 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003005,GSM4601664,,32681824,HD,Disease,No,Human,Caudate,,Male,grade 2,61 years,61 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003006,GSM4601665,,32681824,HD,Disease,No,Human,Caudate,,Male,grade 2,65 years,65 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003007,GSM4601666,,32681824,HD,Disease,No,Human,Putamen,,Male,grade 2,65 years,65 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003008,GSM4601667,,32681824,HD,Disease,No,Human,Caudate,,Male,grade 4,58 years,58 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003009,GSM4601668,,32681824,HD,Disease,No,Human,Putamen,,Male,grade 4,58 years,58 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003010,GSM4601669,,32681824,HD,Disease,No,Human,Caudate,,Female,grade 3,77 years,77 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003011,GSM4601670,,32681824,HD,Disease,No,Human,Putamen,,Female,grade 3,77 years,77 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003012,GSM4601671,,32681824,HD,Disease,No,Human,Putamen,,Male,grade 2,37 years,37 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003013,GSM4601672,,32681824,HD,Disease,No,Human,Caudate,,Male,grade 3,53 years,53 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003014,GSM4601673,,32681824,HD,Disease,No,Human,Putamen,,Male,grade 3,53 years,53 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003015,GSM4601674,,32681824,HD,Healthy,Yes,Human,Caudate,,Male,no data available,54 years,54 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003016,GSM4601675,,32681824,HD,Healthy,Yes,Human,Putamen,,Male,no data available,54 years,54 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003017,GSM4601676,,32681824,HD,Healthy,Yes,Human,Caudate,,Female,no data available,32 years,32 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003018,GSM4601677,,32681824,HD,Healthy,Yes,Human,Putamen,,Female,no data available,32 years,32 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003019,GSM4601678,,32681824,HD,Healthy,Yes,Human,Caudate,,Female,no data available,77 years,77 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003020,GSM4601679,,32681824,HD,Healthy,Yes,Human,Putamen,,Female,no data available,77 years,77 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003021,GSM4601680,,32681824,HD,Disease,No,Human,Caudate,,Male,grade 3,72 years,72 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003022,GSM4601681,,32681824,HD,Disease,No,Human,Putamen,,Male,grade 3,72 years,72 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003023,GSM4601682,,32681824,HD,Disease,No,Human,Caudate,,Male,grade 4,56 years,56 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003024,GSM4601683,,32681824,HD,Disease,No,Human,Putamen,,Male,grade 4,56 years,56 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003025,GSM4601684,,32681824,HD,Healthy,Yes,Human,Caudate,,Female,no data available,82 years,82 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003026,GSM4601685,,32681824,HD,Healthy,Yes,Human,Caudate,,Female,no data available,83 years,83 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003027,GSM4601686,,32681824,HD,Healthy,Yes,Human,Caudate,,Male,no data available,80 years,80 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003028,GSM4601687,,32681824,HD,Healthy,Yes,Human,Putamen,,Male,no data available,80 years,80 years,,10x Genomics,single-nucleus RNA sequencing,,
HD003052,GSM6805775,,32681824,HD,Disease,No,Human,Caudate,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,,
HD003053,GSM6805776,,32681824,HD,Disease,No,Human,Putamen,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,,
HD004001,GSM5478582,,36543778,HD,Disease,No,Human,Cingulate,,Male,no data available,71 years,71 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004002,GSM5478583,,36543778,HD,Healthy,Yes,Human,Cingulate,,Male,no data available,62 years,62 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004003,GSM5478584,,36543778,HD,Disease,No,Human,Cingulate,,Female,no data available,48 years,48 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004004,GSM5478585,,36543778,HD,Healthy,Yes,Human,Cingulate,,Female,no data available,54 years,54 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004005,GSM5478586,,36543778,HD,Healthy,Yes,Human,Accumbens,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004006,GSM5478587,,36543778,HD,Disease,No,Human,Accumbens,,Female,no data available,48 years,48 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004007,GSM5478588,,36543778,HD,Healthy,Yes,Human,Accumbens,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004008,GSM5478589,,36543778,HD,Disease,No,Human,Accumbens,,Male,no data available,71 years,71 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004009,GSM5478590,,36543778,HD,Healthy,Yes,Human,Caudate,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004010,GSM5478591,,36543778,HD,Disease,No,Human,Caudate,,Female,no data available,48 years,48 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004011,GSM5478592,,36543778,HD,Healthy,Yes,Human,Caudate,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004012,GSM5478593,,36543778,HD,Disease,No,Human,Caudate,,Male,no data available,71 years,71 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004013,GSM5478594,,36543778,HD,Disease,No,Human,Accumbens,,Male,no data available,56 years,56 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004014,GSM5478595,,36543778,HD,Disease,No,Human,Accumbens,,Male,no data available,64 years,64 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004015,GSM5478596,,36543778,HD,Healthy,Yes,Human,Accumbens,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004016,GSM5478597,,36543778,HD,Disease,No,Human,Accumbens,,Female,no data available,55 years,55 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004017,GSM5478598,,36543778,HD,Disease,No,Human,Accumbens,,Male,no data available,58 years,58 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004018,GSM5478599,,36543778,HD,Disease,No,Human,Caudate,,Male,no data available,56 years,56 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004019,GSM5478600,,36543778,HD,Healthy,Yes,Human,Caudate,,Male,no data available,36 years,36 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004020,GSM5478601,,36543778,HD,Disease,No,Human,Caudate,,Male,no data available,64 years,64 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004021,GSM5478602,,36543778,HD,Healthy,Yes,Human,Caudate,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004022,GSM5478603,,36543778,HD,Disease,No,Human,Caudate,,Female,no data available,55 years,55 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004023,GSM5478604,,36543778,HD,Disease,No,Human,Caudate,,Male,no data available,58 years,58 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004024,GSM5478605,,36543778,HD,Healthy,Yes,Human,Caudate,,no data available,no data available,,no data available,,10x Genomics,single-nucleus RNA sequencing,,
HD004025,GSM5478606,,36543778,HD,Disease,No,Human,Cingulate,,Male,no data available,56 years,56 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004026,GSM5478607,,36543778,HD,Disease,No,Human,Cingulate,,Male,no data available,64 years,64 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004027,GSM5478608,,36543778,HD,Healthy,Yes,Human,Cingulate,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004028,GSM5478609,,36543778,HD,Disease,No,Human,Cingulate,,Female,no data available,55 years,55 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004029,GSM5478610,,36543778,HD,Disease,No,Human,Cingulate,,Male,no data available,58 years,58 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004030,GSM5478611,,36543778,HD,Healthy,Yes,Human,Cingulate,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004031,GSM5478612,,36543778,HD,Healthy,Yes,Human,Cingulate,,Male,no data available,75 years,75 years,,10x Genomics,single-nucleus RNA sequencing,,
HD004032,GSM5478613,,36543778,HD,Disease,No,Human,Cingulate,,Female,no data available,50 years,50 years,,10x Genomics,single-nucleus RNA sequencing,,
HD005001,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,6806,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD005002,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,6322,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD005003,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,5046,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD005004,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,4747,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD005005,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,4649,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD005006,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,4513,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD005007,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,3782,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD005008,GSE245631,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,no data available,3027,Parse Biosciences,single-cell RNA sequencing,zQ175,
HD006001,GSM8684827,,40482637,HD,Disease,No,Mouse,striatum,,Male,no data available,4 weeks,4 weeks,8796,10x Genomics,single-nucleus RNA sequencing,R62,
HD006002,GSM8684828,,40482637,HD,Healthy,Yes,Mouse,striatum,,Male,no data available,4 weeks,4 weeks,8774,10x Genomics,single-nucleus RNA sequencing,WT,
HD006003,GSM8684829,,40482637,HD,Disease,no HD006015; HD006018,Mouse,prefrontal cortex,,Male,no data available,4 weeks,4 weeks,8744,10x Genomics,single-nucleus RNA sequencing,R62,
HD006004,GSM8684829,,40482637,HD,Disease,no HD006005; HD006006; HD006012,Mouse,prefrontal cortex,,Male,no data available,12 weeks,12 weeks,,10x Genomics,single-nucleus RNA sequencing,R62,
HD006005,GSM8684829,,40482637,HD,Healthy,Yes,Mouse,prefrontal cortex,,Male,no data available,12 weeks,12 weeks,,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006006,GSM8684829,,40482637,HD,Healthy,Yes,Mouse,prefrontal cortex,,Male,no data available,12 weeks,12 weeks,,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006007,GSM8684830,,40482637,HD,Healthy,Yes,Mouse,whole brain,,Male,no data available,postnatal day 0,0 days,8871,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006008,GSM8684830,,40482637,HD,Healthy,Yes,Mouse,whole brain,,Male,no data available,postnatal day 0,0 days,,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006009,GSM8684830,,40482637,HD,Disease,no HD006007; HD006008; HD006013; HD006014,Mouse,whole brain,,Male,no data available,postnatal day 0,0 days,,10x Genomics,single-nucleus RNA sequencing,R62,
HD006010,GSM8684830,,40482637,HD,Disease,no HD006007; HD006008; HD006013; HD006014,Mouse,whole brain,,Male,no data available,postnatal day 0,0 days,,10x Genomics,single-nucleus RNA sequencing,R62,
HD006011,GSM8684831,,40482637,HD,Disease,no HD006005; HD006006; HD006012,Mouse,prefrontal cortex,,Male,no data available,12 weeks,12 weeks,8731,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006012,GSM8684831,,40482637,HD,Healthy,Yes,Mouse,prefrontal cortex,,Male,no data available,12 weeks,12 weeks,,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006013,GSM8684831,,40482637,HD,Disease,no HD006007; HD006008; HD006013; HD006014,Mouse,whole brain,,Male,no data available,postnatal day 0,0 days,,10x Genomics,single-nucleus RNA sequencing,R62,
HD006014,GSM8684831,,40482637,HD,Healthy,Yes,Mouse,whole brain,,Male,no data available,postnatal day 0,0 days,,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006015,GSM8684832,,40482637,HD,Healthy,Yes,Mouse,prefrontal cortex,,Male,no data available,4 weeks,4 weeks,8833,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD006016,GSM8684832,,40482637,HD,Disease,no HD006005; HD006006; HD006012,Mouse,prefrontal cortex,,Male,no data available,12 weeks,12 weeks,,10x Genomics,single-nucleus RNA sequencing,R62,
HD006017,GSM8684832,,40482637,HD,Disease,no HD006015; HD006018,Mouse,prefrontal cortex,,Male,no data available,4 weeks,4 weeks,,10x Genomics,single-nucleus RNA sequencing,R62,
HD006018,GSM8684832,,40482637,HD,Healthy,Yes,Mouse,prefrontal cortex,,Male,no data available,4 weeks,4 weeks,,10x Genomics,single-nucleus RNA sequencing,CBA/C57Bl6,
HD007001,GSM4257550,,32448329,HD,Healthy,Yes,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,WT/Il6 knock-out,
HD007002,GSM4257551,,32448329,HD,Healthy,Yes,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,WT/Il6 knock-out,
HD007003,GSM4257552,,32448329,HD,Healthy,Yes,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,WT/Il6 knock-out,
HD007004,GSM4257553,,32448329,HD,Healthy,Yes,Mouse,striatum,none,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,WT/WT,
HD007005,GSM4257554,,32448329,HD,Healthy,Yes,Mouse,striatum,none,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,WT/WT,
HD007006,GSM4257555,,32448329,HD,Healthy,Yes,Mouse,striatum,none,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,WT/WT,
HD007007,GSM4257556,,32448329,HD,Disease,No HD007004; HD007005; HD007006,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,R62/WT,
HD007008,GSM4257557,,32448329,HD,Disease,No HD007004; HD007005; HD007006,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,R62/WT,
HD007009,GSM4257558,,32448329,HD,Disease,No HD007004; HD007005; HD007006,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,R62/WT,
HD007010,GSM4257559,,32448329,HD,Disease,No HD007001; HD007002; HD007003,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,R62/Il6 knock-out,
HD007011,GSM4257560,,32448329,HD,Disease,No HD007001; HD007002; HD007003,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,R62/Il6 knock-out,
HD007012,GSM4257561,,32448329,HD,Disease,No HD007001; HD007002; HD007003,Mouse,striatum,,no data available,no data available,,no data available,6794880,10x Genomics,single-nucleus RNA sequencing,R62/Il6 knock-out,
HD009001,GSM5573464,,40336225,HD,mixed,mixed,Human,striatum,,no data available,no data available,110 days,110 days,13515,10x Genomics,single-nucleus RNA sequencing,hESC,
HD009002,GSM5573465,,40336225,HD,mixed,mixed,Human,striatum,,no data available,no data available,110 days,110 days,15672,10x Genomics,single-nucleus RNA sequencing,hESC,
HD011001,GSM5460313,,36590162,HD,Healthy,Yes,Mouse,Striatum,,no data available,no data available,12 weeks,12 weeks,4982,10x Genomics,single-nucleus RNA sequencing,WT,
HD011002,GSM5460314,,36590162,HD,Disease,No HD011001; HD011005; HD011006,Mouse,Striatum,,no data available,no data available,12 weeks,12 weeks,4665,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011003,GSM5460315,,36590162,HD,Healthy,Yes,Mouse,Striatum,,no data available,no data available,8 weeks,8 weeks,4485,10x Genomics,single-nucleus RNA sequencing,WT,
HD011004,GSM5460316,,36590162,HD,Disease,No HD011003; HD011009; HD011010,Mouse,Striatum,,no data available,no data available,8 weeks,8 weeks,4838,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011005,GSM5460317,,36590162,HD,Healthy,Yes,Mouse,Striatum,,no data available,no data available,12 weeks,12 weeks,4355,10x Genomics,single-nucleus RNA sequencing,WT,
HD011006,GSM5460318,,36590162,HD,Healthy,Yes,Mouse,Striatum,,no data available,no data available,12 weeks,12 weeks,4271,10x Genomics,single-nucleus RNA sequencing,WT,
HD011007,GSM5460319,,36590162,HD,Disease,No HD011001; HD011005; HD011006,Mouse,Striatum,,no data available,no data available,12 weeks,12 weeks,4326,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011008,GSM5460320,,36590162,HD,Disease,No HD011001; HD011005; HD011006,Mouse,Striatum,,no data available,no data available,12 weeks,12 weeks,3910,10x Genomics,single-nucleus RNA sequencing,R6/2,
HD011009,GSM5460321,,36590162,HD,Healthy,Yes,Mouse,Striatum,,no data available,no data available,8 weeks,8 weeks,4382,10x Genomics,single-nucleus RNA sequencing,WT,
HD011010,GSM5460322,,36590162,HD,Healthy,Yes,Mouse,Striatum,,no data available,no data available,8 weeks,8 weeks,5065,10x Genomics,single-nucleus RNA sequencing,WT,
