Paper_ID,Public_data_id,Disease,Pubmed_id,protocol,methodology,title,author,citation,abstract,doi,Date_Published,Brain_Region,Species,Cell numbers,
AD007,GSE141044,AD,31928331,Smart-seq2,Single-nucleus RNA sequencing,Single-nucleus RNA Sequencing Reveals Transcriptional Changes of Hippocampal Neurons in APP23 Mouse Model of Alzheimer's Disease,"Shan Zhong , Mengdi Wang , Yaxi Zhan , Jie Zhang , Xiaoli Yang , Shumei Fu , Danlei Bi , Feng Gao , Yong Shen , Zuolong Chen","Zhong, S., Wang, M., Zhan, Y., Zhang, J., Yang, X., Fu, S., ... & Chen, Z. (2020). Single-nucleus RNA sequencing reveals transcriptional changes of hippocampal neurons in APP23 mouse model of Alzheimer’s disease. Bioscience, Biotechnology, and Biochemistry, 84(5), 919-926.","Alzheimer’s disease (AD) is a progressive neurodegenerative disorder that mostly strikes the elderly. However, the exact molecular and cellular pathogenesis of AD, especially the dynamic changes of neurons during disease progression, remains poorly understood. Here we used single-nucleus RNA sequencing (snRNA-seq) to access the transcriptional changes of hippocampal neurons in APP23 mouse model of AD. We performed snRNA-seq using a modified Smart-seq2 technique on 3,280 neuronal nuclei from the hippocampus of young and aged APP23 and control mice and identified four distinct subpopulations. Comparative transcriptional analysis showed multiple changes in different subtypes of hippocampal neurons of APP23 mice in comparison to control mice, as well as the transcriptional changes in these neurons during disease progression. Our findings revealed multiple neuronal subtype-specific transcriptional changes that may lead to targets for future studies of AD.",10.1080/09168451.2020.1714420,5/3/20,Hippocampus,Mouse,,
AD007,GSE130626,AD,31902528,10x Genomics,Single-cell RNA sequencing,TREM2 Regulates Microglial Cholesterol Metabolism upon Chronic Phagocytic Challenge,Alicia A. Nugent2 ∙ Karin Lin2 ∙ Bettina van Lengerich ∙ Steve Lianoglou ∙ Laralynne Przybyla ∙ Sonnet S. Davis ∙ Ceyda Llapashtica ∙ Junhua Wang ∙ Do Jin Kim ∙ Dan Xia ∙ Anthony Lucas ∙ Sulochanadevi Baskaran3 ∙ Patrick C.G. Haddick ∙ Melina Lenser ∙ Timothy K. Earr ∙ Ju Shi4 ∙ Jason C. Dugas ∙ Benjamin J. Andreone ∙ Todd Logan ∙ Hilda O. Solanoy ∙ Hang Chen5 ∙ Ankita Srivastava ∙ Suresh B. Poda ∙ Pascal E. Sanchez ∙ Ryan J. Watts ∙ Thomas Sandmann ∙ Giuseppe Astarita ∙ Joseph W. Lewcock ∙ Kathryn M. Monroe monroe@dnli.com ∙ Gilbert Di Paolo6 dipaolo@dnli.com,"Nugent, A. A., Lin, K., Van Lengerich, B., Lianoglou, S., Przybyla, L., Davis, S. S., ... & Di Paolo, G. (2020). TREM2 regulates microglial cholesterol metabolism upon chronic phagocytic challenge. Neuron, 105(5), 837-854.","Loss-of-function (LOF) variants of TREM2, an immune receptor expressed in microglia, increase Alzheimer’s disease risk. TREM2 senses lipids and mediates myelin phagocytosis, but its role in microglial lipid metabolism is unknown. Combining chronic demyelination paradigms and cell sorting with RNA sequencing and lipidomics, we find that wild-type microglia acquire a disease-associated transcriptional state, while TREM2-deficient microglia remain largely homeostatic, leading to neuronal damage. TREM2-deficient microglia phagocytose myelin debris but fail to clear myelin cholesterol, resulting in cholesteryl ester (CE) accumulation. CE increase is also observed in APOE-deficient glial cells, reflecting impaired brain cholesterol transport. This finding replicates in myelin-treated TREM2-deficient murine macrophages and human iPSC-derived microglia, where it is rescued by an ACAT1 inhibitor and LXR agonist. Our studies identify TREM2 as a key transcriptional regulator of cholesterol transport and metabolism under conditions of chronic myelin phagocytic activity, as TREM2 LOF causes pathogenic lipid accumulation in microglia.",10.1016/j.neuron.2019.12.007,3/4/20,Hippocampus,Mouse,,
AD007,GSE140399,AD,31932797,10x Genomics,Single-nucleus RNA sequencing,Human_and_Mouse Single-Nucleus Transcriptomics Reveal TREM2-dependent_and_TREM2-independent Cellular Responses in Alzheimer's Disease,"Yingyue Zhou, Wilbur M. Song, Prabhakar S. Andhey, Amanda Swain, Tyler Levy, Kelly R. Miller, Pietro L. Poliani, Manuela Cominelli, Shikha Grover, Susan Gilfillan, Marina Cella, Tyler K. Ulland, Konstantin Zaitsev, Akinori Miyashita, Takeshi Ikeuchi, Makoto Sainouchi, Akiyoshi Kakita, David A. Bennett, Julie A. Schneider, Michael R. Nichols, Sean A. Beausoleil, Jason D. Ulrich, David M. Holtzman, Maxim N. Artyomov & Marco Colonna ","Zhou, Y., Song, W. M., Andhey, P. S., Swain, A., Levy, T., Miller, K. R., ... & Colonna, M. (2020). Human and mouse single-nucleus transcriptomics reveal TREM2-dependent and TREM2-independent cellular responses in Alzheimer’s disease. Nature medicine, 26(1), 131-142.","Glia have been implicated in Alzheimer’s disease (AD) pathogenesis. Variants of the microglia receptor triggering receptor expressed on myeloid cells 2 (TREM2) increase AD risk, and activation of disease-associated microglia (DAM) is dependent on TREM2 in mouse models of AD. We surveyed gene-expression changes associated with AD pathology and TREM2 in 5XFAD mice and in human AD by single-nucleus RNA sequencing. We confirmed the presence of Trem2-dependent DAM and identified a previously undiscovered Serpina3n+C4b+ reactive oligodendrocyte population in mice. Interestingly, remarkably different glial phenotypes were evident in human AD. Microglia signature was reminiscent of IRF8-driven reactive microglia in peripheral-nerve injury. Oligodendrocyte signatures suggested impaired axonal myelination and metabolic adaptation to neuronal degeneration. Astrocyte profiles indicated weakened metabolic coordination with neurons. Notably, the reactive phenotype of microglia was less evident in TREM2-R47H and TREM2-R62H carriers than in non-carriers, demonstrating a TREM2 requirement in both mouse and human AD, despite the marked species-specific differences.",10.1038/s41591-019-0695-9,1/13/20,Hippocampus,Mouse,,
AD007,GSE103334,AD,29020624,Smart-seq2,Single-cell RNA sequencing,Temporal Tracking of Microglia Activation in Neurodegeneration at Single-Cell Resolution,"Hansruedi Mathys1,2 ∙ Chinnakkaruppan Adaikkan1,2 ∙ Fan Gao1,2 ∙ Jennie Z. Young1,2 ∙ Elodie Manet1,2 ∙ Martin Hemberg3 ∙ Philip L. De Jager4,6 ∙ Richard M. Ransohoff5 ∙ Aviv Regev6,7,8 ∙ Li-Huei Tsai","Mathys, H., Adaikkan, C., Gao, F., Young, J. Z., Manet, E., Hemberg, M., ... & Tsai, L. H. (2017). Temporal tracking of microglia activation in neurodegeneration at single-cell resolution. Cell reports, 21(2), 366-380.","Microglia, the tissue-resident macrophages in the brain, are damage sensors that react to nearly any perturbation, including neurodegenerative diseases such as Alzheimer’s disease (AD). Here, using single-cell RNA sequencing, we determined the transcriptome of more than 1,600 individual microglia cells isolated from the hippocampus of a mouse model of severe neurodegeneration with AD-like phenotypes and of control mice at multiple time points during progression of neurodegeneration. In this neurodegeneration model, we discovered two molecularly distinct reactive microglia phenotypes that are typified by modules of co-regulated type I and type II interferon response genes, respectively. Furthermore, our work identified previously unobserved heterogeneity in the response of microglia to neurodegeneration, discovered disease stage-specific microglia cell states, revealed the trajectory of cellular reprogramming of microglia in response to neurodegeneration, and uncovered the underlying transcriptional programs.",10.1016/j.celrep.2017.09.039,10/10/17,Hippocampus,Mouse,,
AD008,GSE147528,AD,33432193,10x Genomics,Single-nucleus RNA sequencing,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease,"Kun Leng , Emmy Li, Rana Eser , Antonia Piergies , Rene Sit , Michelle Tan , Norma Neff , Song Hua Li , Roberta Diehl Rodriguez , Claudia Kimie Suemoto, Renata Elaine Paraizo Leite, Alexander J Ehrenberg , Carlos A Pasqualucci, William W Seeley, Salvatore Spina, Helmut Heinsen, Lea T Grinberg, Martin Kampmann ","Leng, K., Li, E., Eser, R., Piergies, A., Sit, R., Tan, M., Neff, N., Li, S. H., Rodriguez, R. D., Suemoto, C. K., Leite, R. E. P., Ehrenberg, A. J., Pasqualucci, C. A., Seeley, W. W., Spina, S., Heinsen, H., Grinberg, L. T., & Kampmann, M. (2021). Molecular characterization of selectively vulnerable neurons in Alzheimer's disease. Nature neuroscience, 24(2), 276–287. https://doi.org/10.1038/s41593-020-00764-7","Alzheimer's disease (AD) is characterized by the selective vulnerability of specific neuronal populations, the molecular signatures of which are largely unknown. To identify and characterize selectively vulnerable neuronal populations, we used single-nucleus RNA sequencing to profile the caudal entorhinal cortex and the superior frontal gyrus-brain regions where neurofibrillary inclusions and neuronal loss occur early and late in AD, respectively-from postmortem brains spanning the progression of AD-type tau neurofibrillary pathology. We identified RORB as a marker of selectively vulnerable excitatory neurons in the entorhinal cortex and subsequently validated their depletion and selective susceptibility to neurofibrillary inclusions during disease progression using quantitative neuropathological methods. We also discovered an astrocyte subpopulation, likely representing reactive astrocytes, characterized by decreased expression of genes involved in homeostatic functions. Our characterization of selectively vulnerable neurons in AD paves the way for future mechanistic studies of selective vulnerability and potential therapeutic strategies for enhancing neuronal resilience.",10.1038/s41593-020-00764-7,1/11/21,Prefrontal cortex,Human,,
AD009,GSE150358,AD,32579671,10x Genomics,Single-nucleus RNA sequencing,Anti-human TREM2 induces microglia proliferation and reduces pathology in an Alzheimer's disease model,"Shoutang Wang , Meer Mustafa , Carla M. Yuede, Santiago Viveros Salazar, Philip Kong, Hua Long, Michael Ward, Omer Siddiqui, Robert Paul, Susan Gilfillan, Adiljan Ibrahim, Hervé Rhinn, Ilaria Tassi, Arnon Rosenthal, Tina SchwabeCorresponding Author, Marco Colonna","Wang, S., Mustafa, M., Yuede, C. M., Salazar, S. V., Kong, P., Long, H., ... & Colonna, M. (2020). Anti-human TREM2 induces microglia proliferation and reduces pathology in an Alzheimer’s disease model. Journal of Experimental Medicine, 217(9), e20200785.","TREM2 is a receptor for lipids expressed in microglia. The R47H variant of human TREM2 impairs ligand binding and increases Alzheimer’s disease (AD) risk. In mouse models of amyloid β (Aβ) accumulation, defective TREM2 function affects microglial response to Aβ plaques, exacerbating tissue damage, whereas TREM2 overexpression attenuates pathology. Thus, AD may benefit from TREM2 activation. Here, we examined the impact of an anti-human TREM2 agonistic mAb, AL002c, in a mouse AD model expressing either the common variant (CV) or the R47H variant of TREM2. Single-cell RNA-seq of microglia after acute systemic administration of AL002c showed induction of proliferation in both CV- and R47H-transgenic mice. Prolonged administration of AL002c reduced filamentous plaques and neurite dystrophy, impacted behavior, and tempered microglial inflammatory response. We further showed that a variant of AL002c is safe and well tolerated in a first-in-human phase I clinical trial and engages TREM2 based on cerebrospinal fluid biomarkers. We conclude that AL002 is a promising candidate for AD therapy.",10.1084/jem.20200785,6/24/20,Whole brain,Mouse,,
AD010,GSE142853,AD,32503894,10x Genomics,Single-cell RNA sequencing,Depletion of NK Cells Improves Cognitive Function in the Alzheimer Disease Mouse Model,"Yuanyue Zhang 1, Ivan Ting Hin Fung 1, Poornima Sankar 1, Xiangyu Chen 1, Lisa S Robison 2, Longyun Ye 1, Shanti S D'Souza 1, Abigail E Salinero 2, Marcy L Kuentzel 3, Sridar V Chittur 3, Wenzheng Zhang 4, Kristen L Zuloaga 5, Qi Yang 6","Zhang, Y., Fung, I. T. H., Sankar, P., Chen, X., Robison, L. S., Ye, L., D'Souza, S. S., Salinero, A. E., Kuentzel, M. L., Chittur, S. V., Zhang, W., Zuloaga, K. L., & Yang, Q. (2020). Depletion of NK Cells Improves Cognitive Function in the Alzheimer Disease Mouse Model. Journal of immunology (Baltimore, Md. : 1950), 205(2), 502–510. https://doi.org/10.4049/jimmunol.2000037","Despite mounting evidence suggesting the involvement of the immune system in regulating brain function, the specific role of immune and inflammatory cells in neurodegenerative diseases remain poorly understood. In this study, we report that depletion of NK cells, a type of innate lymphocytes, alleviates neuroinflammation, stimulates neurogenesis, and improves cognitive function in a triple-transgenic Alzheimer disease (AD) mouse model. NK cells in the brains of triple-transgenic AD mouse model (3xTg-AD) mice exhibited an enhanced proinflammatory profile. Depletion of NK cells by anti-NK1.1 Abs drastically improved cognitive function of 3xTg-AD mice. NK cell depletion did not affect amyloid β concentrations but enhanced neurogenesis and reduced neuroinflammation. Notably, in 3xTg-AD mice depleted of NK cells, microglia demonstrated a homeostatic-like morphology, decreased proliferative response and reduced expression of neurodestructive proinflammatory cytokines. Together, our results suggest a proinflammatory role for NK cells in 3xTg-AD mice and indicate that targeting NK cells might unlock novel strategies to combat AD.",10.4049/jimmunol.2000037,7/15/20,Whole brain,Mouse,,
AD011,GSE129308,AD,35882228,10x Genomics,Single-nucleus RNA sequencing,Molecular signatures underlying neurofibrillary tangle susceptibility in Alzheimer's disease,"Marcos Otero-Garcia 1, Sameehan U Mahajani 1, Debia Wakhloo 1, Weijing Tang 1, Yue-Qiang Xue 1, Samuel Morabito 2, Jie Pan 1, Jane Oberhauser 1, Angela E Madira 1, Tamara Shakouri 3, Yongning Deng 4, Thomas Allison 5, Zihuai He 6, William E Lowry 7, Riki Kawaguchi 8, Vivek Swarup 9, Inma Cobos 10","Otero-Garcia, M., Mahajani, S. U., Wakhloo, D., Tang, W., Xue, Y. Q., Morabito, S., Pan, J., Oberhauser, J., Madira, A. E., Shakouri, T., Deng, Y., Allison, T., He, Z., Lowry, W. E., Kawaguchi, R., Swarup, V., & Cobos, I. (2022). Molecular signatures underlying neurofibrillary tangle susceptibility in Alzheimer's disease. Neuron, 110(18), 2929–2948.e8. https://doi.org/10.1016/j.neuron.2022.06.021","Tau aggregation in neurofibrillary tangles (NFTs) is closely associated with neurodegeneration and cognitive decline in Alzheimer's disease (AD). However, the molecular signatures that distinguish between aggregation-prone and aggregation-resistant cell states are unknown. We developed methods for the high-throughput isolation and transcriptome profiling of single somas with NFTs from the human AD brain, quantified the susceptibility of 20 neocortical subtypes for NFT formation and death, and identified both shared and cell-type-specific signatures. NFT-bearing neurons shared a marked upregulation of synaptic transmission-related genes, including a core set of 63 genes enriched for synaptic vesicle cycling. Oxidative phosphorylation and mitochondrial dysfunction were highly cell-type dependent. Apoptosis was only modestly enriched, and the susceptibilities of NFT-bearing and NFT-free neurons for death were highly similar. Our analysis suggests that NFTs represent cell-type-specific responses to stress and synaptic dysfunction. We provide a resource for biomarker discovery and the investigation of tau-dependent and tau-independent mechanisms of neurodegeneration",10.1016/j.neuron.2022.06.021,7/21/22,Prefrontal cortex,Human,,
AD012,GSE146639,AD,33192286,10x Genomics,Single-nucleus RNA sequencing,Profiling microglia from AD donors and non-demented elderly in acute human post-mortem cortical tissue,"Astrid M Alsema 1, Qiong Jiang 1, Laura Kracht 1, Emma Gerrits 1, Marissa L Dubbelaar 1, Anneke Miedema 1, Nieske Brouwer 1, Elly M Hol 2, Jinte Middeldorp 2, Roland van Dijk 2, Maya Woodbury 3, Astrid Wachter 4, Simon Xi 3, Thomas Möller 3, Knut P Biber 4, Susanne M Kooistra 1, Erik W G M Boddeke 1 5, Bart J L Eggen 1","Alsema, A. M., Jiang, Q., Kracht, L., Gerrits, E., Dubbelaar, M. L., Miedema, A., Brouwer, N., Hol, E. M., Middeldorp, J., van Dijk, R., Woodbury, M., Wachter, A., Xi, S., Möller, T., Biber, K. P., Kooistra, S. M., Boddeke, E. W. G. M., & Eggen, B. J. L. (2020). Profiling Microglia From Alzheimer's Disease Donors and Non-demented Elderly in Acute Human Postmortem Cortical Tissue. Frontiers in molecular neuroscience, 13, 134. https://doi.org/10.3389/fnmol.2020.00134","Microglia are the tissue-resident macrophages of the central nervous system (CNS). Recent studies based on bulk and single-cell RNA sequencing in mice indicate high relevance of microglia with respect to risk genes and neuro-inflammation in Alzheimer's disease (AD). Here, we investigated microglia transcriptomes at bulk and single-cell levels in non-demented elderly and AD donors using acute human postmortem cortical brain samples. We identified seven human microglial subpopulations with heterogeneity in gene expression. Notably, gene expression profiles and subcluster composition of microglia did not differ between AD donors and non-demented elderly in bulk RNA sequencing nor in single-cell sequencing.",10.3389/fnmol.2020.00134,10/28/20,Other/combined,Human,,
AD013,GSE157827,AD,32989152,10x Genomics,Single-nucleus RNA sequencing,Single-nucleus transcriptome analysis reveals dysregulation of angiogenic endothelial cells and neuroprotective glia in Alzheimer's disease,"Shun-Fat Lau 1 2, Han Cao 1 2, Amy K Y Fu 1 2 3, Nancy Y Ip 4 2 3","Lau, S. F., Cao, H., Fu, A. K. Y., & Ip, N. Y. (2020). Single-nucleus transcriptome analysis reveals dysregulation of angiogenic endothelial cells and neuroprotective glia in Alzheimer's disease. Proceedings of the National Academy of Sciences of the United States of America, 117(41), 25800–25809. https://doi.org/10.1073/pnas.2008762117","Alzheimer's disease (AD) is the most common form of dementia but has no effective treatment. A comprehensive investigation of cell type-specific responses and cellular heterogeneity in AD is required to provide precise molecular and cellular targets for therapeutic development. Accordingly, we perform single-nucleus transcriptome analysis of 169,496 nuclei from the prefrontal cortical samples of AD patients and normal control (NC) subjects. Differential analysis shows that the cell type-specific transcriptomic changes in AD are associated with the disruption of biological processes including angiogenesis, immune activation, synaptic signaling, and myelination. Subcluster analysis reveals that compared to NC brains, AD brains contain fewer neuroprotective astrocytes and oligodendrocytes. Importantly, our findings show that a subpopulation of angiogenic endothelial cells is induced in the brain in patients with AD. These angiogenic endothelial cells exhibit increased expression of angiogenic growth factors and their receptors (i.e., EGFL7, FLT1, and VWF) and antigen-presentation machinery (i.e., B2M and HLA-E). This suggests that these endothelial cells contribute to angiogenesis and immune response in AD pathogenesis. Thus, our comprehensive molecular profiling of brain samples from patients with AD reveals previously unknown molecular changes as well as cellular targets that potentially underlie the functional dysregulation of endothelial cells, astrocytes, and oligodendrocytes in AD, providing important insights for therapeutic development.",10.1073/pnas.2008762117,10/13/20,Prefrontal cortex,Human,,
AD014,syn23650894,AD,33257666,10x Genomics,Single-cell RNA sequencing,Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer’s disease,"Marta Olah, Vilas Menon, Naomi Habib, Mariko F. Taga, Yiyi Ma, Christina J. Yung, Maria Cimpean, Anthony Khairallah, Guillermo Coronas-Samano, Roman Sankowski, Dominic Grün, Alexandra A. Kroshilina, Danielle Dionne, Rani A. Sarkis, Garth R. Cosgrove, Jeffrey Helgager, Jeffrey A. Golden, Page B. Pennell, Marco Prinz, Jean Paul G. Vonsattel, Andrew F. Teich, Julie A. Schneider, David A. Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M. Bradshaw & Philip L. De Jager Show fewer authors","Olah, M., Menon, V., Habib, N., Taga, M. F., Ma, Y., Yung, C. J., Cimpean, M., Khairallah, A., Coronas-Samano, G., Sankowski, R., Grün, D., Kroshilina, A. A., Dionne, D., Sarkis, R. A., Cosgrove, G. R., Helgager, J., Golden, J. A., Pennell, P. B., Prinz, M., Vonsattel, J. P. G., … De Jager, P. L. (2020). Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer's disease. Nature communications, 11(1), 6129. https://doi.org/10.1038/s41467-020-19737-2","The extent of microglial heterogeneity in humans remains a central yet poorly explored question in light of the development of therapies targeting this cell type. Here, we investigate the population structure of live microglia purified from human cerebral cortex samples obtained at autopsy and during neurosurgical procedures. Using single cell RNA sequencing, we find that some subsets are enriched for disease-related genes and RNA signatures. We confirm the presence of four of these microglial subpopulations histologically and illustrate the utility of our data by characterizing further microglial cluster 7, enriched for genes depleted in the cortex of individuals with Alzheimer's disease (AD). Histologically, these cluster 7 microglia are reduced in frequency in AD tissue, and we validate this observation in an independent set of single nucleus data. Thus, our live human microglia identify a range of subtypes, and we prioritize one of these as being altered in AD.",10.1038/s41467-020-19737-2,11/30/20,Whole brain,Human,,
AD015,GSE156183,AD,33446504,10x Genomics,Single-nucleus RNA sequencing,Prior activation state shapes the microglia response to anti-human TREM2 in a mouse model of Alzheimer's disease,"Daniel C Ellwanger 1, Shoutang Wang 2, Simone Brioschi 2, Zhifei Shao 3, Lydia Green 4, Ryan Case 5, Daniel Yoo 6, Dawn Weishuhn 4, Palaniswami Rathanaswami 4, Jodi Bradley 7, Sara Rao 3, Diana Cha 7, Peng Luan 8, Shilpa Sambashivan 1, Susan Gilfillan 2, Samuel A Hasson 7, Ian N Foltz 4, Menno van Lookeren Campagne 9, Marco Colonna 10","Ellwanger, D. C., Wang, S., Brioschi, S., Shao, Z., Green, L., Case, R., Yoo, D., Weishuhn, D., Rathanaswami, P., Bradley, J., Rao, S., Cha, D., Luan, P., Sambashivan, S., Gilfillan, S., Hasson, S. A., Foltz, I. N., van Lookeren Campagne, M., & Colonna, M. (2021). Prior activation state shapes the microglia response to antihuman TREM2 in a mouse model of Alzheimer's disease. Proceedings of the National Academy of Sciences of the United States of America, 118(3), e2017742118. https://doi.org/10.1073/pnas.2017742118","Triggering receptor expressed on myeloid cells 2 (TREM2) sustains microglia response to brain injury stimuli including apoptotic cells, myelin damage, and amyloid β (Aβ). Alzheimer's disease (AD) risk is associated with the TREM2R47H variant, which impairs ligand binding and consequently microglia responses to Aβ pathology. Here, we show that TREM2 engagement by the mAb hT2AB as surrogate ligand activates microglia in 5XFAD transgenic mice that accumulate Aβ and express either the common TREM2 variant (TREM2CV) or TREM2R47H scRNA-seq of microglia from TREM2CV-5XFAD mice treated once with control hIgG1 exposed four distinct trajectories of microglia activation leading to disease-associated (DAM), interferon-responsive (IFN-R), cycling (Cyc-M), and MHC-II expressing (MHC-II) microglia types. All of these were underrepresented in TREM2R47H-5XFAD mice, suggesting that TREM2 ligand engagement is required for microglia activation trajectories. Moreover, Cyc-M and IFN-R microglia were more abundant in female than male TREM2CV-5XFAD mice, likely due to greater Aβ load in female 5XFAD mice. A single systemic injection of hT2AB replenished Cyc-M, IFN-R, and MHC-II pools in TREM2R47H-5XFAD mice. In TREM2CV-5XFAD mice, however, hT2AB brought the representation of male Cyc-M and IFN-R microglia closer to that of females, in which these trajectories had already reached maximum capacity. Moreover, hT2AB induced shifts in gene expression patterns in all microglial pools without affecting representation. Repeated treatment with a murinized hT2AB version over 10 d increased chemokines brain content in TREM2R47H-5XFAD mice, consistent with microglia expansion. Thus, the impact of hT2AB on microglia is shaped by the extent of TREM2 endogenous ligand engagement and basal microglia activation.",10.1073/pnas.2017742118,1/19/21,Cortex,Mouse,,
AD016,GSE160512,AD,34965428,10x Genomics,Single-nucleus RNA sequencing,"TREM2-independent oligodendrocyte, astrocyte, and T cell responses to tau and amyloid pathology in mouse models of Alzheimer disease","Seung-Hye Lee 1, Mitchell G Rezzonico 2, Brad A Friedman 2, Melanie H Huntley 2, William J Meilandt 1, Shristi Pandey 2, Ying-Jiun J Chen 3, Amy Easton 1, Zora Modrusan 3, David V Hansen 1, Morgan Sheng 1, Christopher J Bohlen 4","Lee, S. H., Rezzonico, M. G., Friedman, B. A., Huntley, M. H., Meilandt, W. J., Pandey, S., Chen, Y. J., Easton, A., Modrusan, Z., Hansen, D. V., Sheng, M., & Bohlen, C. J. (2021). TREM2-independent oligodendrocyte, astrocyte, and T cell responses to tau and amyloid pathology in mouse models of Alzheimer disease. Cell reports, 37(13), 110158. https://doi.org/10.1016/j.celrep.2021.110158","Non-neuronal responses in neurodegenerative disease have received increasing attention as important contributors to disease pathogenesis and progression. Here we utilize single-cell RNA sequencing to broadly profile 13 cell types in three different mouse models of Alzheimer disease (AD), capturing the effects of tau-only, amyloid-only, or combined tau-amyloid pathology. We highlight microglia, oligodendrocyte, astrocyte, and T cell responses and compare them across these models. Notably, we identify two distinct transcriptional states for oligodendrocytes emerging differentially across disease models, and we determine their spatial distribution. Furthermore, we explore the impact of Trem2 deletion in the context of combined pathology. Trem2 knockout mice exhibit severely blunted microglial responses to combined tau and amyloid pathology, but responses from non-microglial cell types (oligodendrocytes, astrocytes, and T cells) are relatively unchanged. These results delineate core transcriptional states that are engaged in response to AD pathology, and how they are influenced by a key AD risk gene, Trem2.",https://doi.org/10.1016/j.celrep.2021.110158,12/28/21,Other/combined,Mouse,,
